ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0042100	GO:0042100	B cell proliferation	9/899	71/17913	0.00886184058719581	0.1313501183906	0.119716116450443	TNFRSF21/HSPD1/CARD11/MZB1/MIF/CD79A/CD19/CR2/MS4A1	9
GO:0006750	GO:0006750	glutathione biosynthetic process	4/899	17/17913	0.00887756827366921	0.1313501183906	0.119716116450443	GGCT/SLC7A11/OPLAH/GCLC	4
GO:0009148	GO:0009148	pyrimidine nucleoside triphosphate biosynthetic process	4/899	17/17913	0.00887756827366921	0.1313501183906	0.119716116450443	NME1/TYMS/DTYMK/NME4	4
GO:0097329	GO:0097329	response to antimetabolite	4/899	17/17913	0.00887756827366921	0.1313501183906	0.119716116450443	TIMELESS/BLM/ASNS/DDX11	4
GO:0031099	GO:0031099	regeneration	18/899	194/17913	0.00897777576410426	0.132429014538596	0.120699452122112	CCNB1/SPP1/ATIC/EZH2/PPAT/MDK/CCNA2/AURKA/CDK1/TYMS/BCL9/THY1/PTGFRN/RTN4RL2/POSTN/ENO3/KLK6/TM4SF4	18
GO:0046394	GO:0046394	carboxylic acid biosynthetic process	33/899	426/17913	0.00909778430400956	0.133792567355631	0.121942231723918	PYCR1/ALDH18A1/ATIC/GPT2/PSAT1/CRABP2/GAPDH/DECR2/SHMT2/LDHA/PTGES/PGM2L1/PFKP/ENO1/PYCR3/GPI/ASNS/CEACAM1/TPI1/ALDOA/NUP155/FA2H/UGDH/MIF/PLOD2/EGF/VCAN/PLA2G4A/CEMIP/EDN2/ENO3/CPS1/BHMT2	33
GO:0019318	GO:0019318	hexose metabolic process	21/899	239/17913	0.00921038585941176	0.134404802512208	0.122500239712017	FUT2/SLC25A10/KAT2A/NLN/GAPDH/PHLDA2/PC/PDK1/PGM2L1/PFKP/ENO1/GPI/TPI1/SORD/ALDOA/FUT8/IGFBP3/PMAIP1/FUT6/HKDC1/ENO3	21
GO:0000018	GO:0000018	regulation of DNA recombination	10/899	84/17913	0.00922250138812387	0.134404802512208	0.122500239712017	KPNA2/TIMELESS/RAD51/CHEK1/BLM/FOXP3/FIGNL1/PARPBP/POLQ/RAD51AP1	10
GO:0048477	GO:0048477	oogenesis	10/899	84/17913	0.00922250138812387	0.134404802512208	0.122500239712017	CCNB1/MDK/ASPM/AURKA/TRIP13/PABPC1L/ZP3/YBX2/TDRD5/HORMAD1	10
GO:0019886	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	11/899	97/17913	0.00927725006181116	0.13479788787416	0.122858508539964	KIF2C/SPTBN2/KIF4A/KIF11/KIF22/KIF15/KIF23/AP1S1/CENPE/RACGAP1/CTSV	11
GO:0016053	GO:0016053	organic acid biosynthetic process	33/899	427/17913	0.00940271919044427	0.136213123078287	0.124148392893156	PYCR1/ALDH18A1/ATIC/GPT2/PSAT1/CRABP2/GAPDH/DECR2/SHMT2/LDHA/PTGES/PGM2L1/PFKP/ENO1/PYCR3/GPI/ASNS/CEACAM1/TPI1/ALDOA/NUP155/FA2H/UGDH/MIF/PLOD2/EGF/VCAN/PLA2G4A/CEMIP/EDN2/ENO3/CPS1/BHMT2	33
GO:1902806	GO:1902806	regulation of cell cycle G1/S phase transition	18/899	195/17913	0.00944289818124331	0.13638805021897	0.124307826308222	CCNB1/EZH2/CNOT11/CDC6/E2F8/CDC25C/GTSE1/AURKA/SOX4/CCNE1/KIF14/CDK1/FAM83D/CHEK2/E2F7/E2F1/CDKN2A/SFN	18
GO:0010951	GO:0010951	negative regulation of endopeptidase activity	19/899	210/17913	0.00957443495485058	0.1378406506348	0.125631766344731	BIRC5/PTTG1/GAPDH/TIMP1/CST1/WFDC3/SPINK1/MMP9/COL7A1/CST2/SFN/CD27/VIL1/SPOCK1/WFDC2/CST4/MAGEA3/TFPI2/PCSK1N	19
GO:0032506	GO:0032506	cytokinetic process	6/899	37/17913	0.00962867928398871	0.1378406506348	0.125631766344731	KIF20A/CEP55/AURKB/ECT2/KIF23/RACGAP1	6
GO:1904358	GO:1904358	positive regulation of telomere maintenance via telomere lengthening	6/899	37/17913	0.00962867928398871	0.1378406506348	0.125631766344731	NEK2/AURKB/CCT3/DKC1/CCT5/PKIB	6
GO:0001658	GO:0001658	branching involved in ureteric bud morphogenesis	8/899	60/17913	0.00987149722545948	0.140487906261451	0.1280445480518	LGR4/SIX4/GREM1/SIX1/ADAMTS16/SIX2/HOXB7/AGT	8
GO:0051785	GO:0051785	positive regulation of nuclear division	8/899	60/17913	0.00987149722545948	0.140487906261451	0.1280445480518	UBE2C/NUSAP1/DLGAP5/CDCA5/CDT1/AURKA/ESPL1/EGF	8
GO:0009124	GO:0009124	nucleoside monophosphate biosynthetic process	18/899	196/17913	0.00992710610817448	0.140866216207517	0.128389350158662	PAICS/ATIC/PPAT/TK1/GAPDH/LDHA/TYMS/PGM2L1/PFKP/ENO1/GPI/TPI1/ALDOA/ENTPD8/NUP155/AK4/ADSS1/ENO3	18
GO:0009123	GO:0009123	nucleoside monophosphate metabolic process	28/899	349/17913	0.00997716122583586	0.141163741775456	0.128660523157779	PAICS/CCNB1/ATIC/PPAT/TK1/UQCC2/GAPDH/SHMT2/CDK1/LDHA/TYMS/PPIF/DTYMK/PGM2L1/PFKP/FIGNL1/ENO1/GPI/COA6/TPI1/ALDOA/ENTPD8/NUP155/AK4/CARD11/ADSS1/ENO3/NT5E	28
GO:1903532	GO:1903532	positive regulation of secretion by cell	30/899	381/17913	0.010077301041076	0.142166110326575	0.129574109469404	SPP1/MDK/FERMT1/STX1A/SOX4/GAPDH/SYT7/KCNN4/GPI/MMP12/TFR2/ADAM8/NMU/ZP3/PANX2/POSTN/TNFSF11/MIF/AIM2/RAB15/PAEP/TWIST1/GAL/INHA/ACHE/FGB/AGT/VTCN1/CCL19/SAA1	30
GO:0007568	GO:0007568	aging	26/899	318/17913	0.010127329304746	0.142457765553426	0.129839932077933	AURKB/FOXM1/GJB2/ERO1A/RAD54L/HMGA1/CDK1/TYMS/CHEK1/TIMP1/IRAK1/CHEK2/H2AX/NQO1/COMP/MIF/KRT16/CDKN2A/LOXL2/CTSV/GJB6/TWIST1/GCLC/ENO3/AGT/MMP7	26
GO:0009952	GO:0009952	anterior/posterior pattern specification	17/899	182/17913	0.0102412155479392	0.143643407670951	0.130920558966963	KAT2A/OTX1/XRCC2/AURKA/WNT3/FEZF1/BARX1/BASP1/HOXC13/TDRD5/SIX2/HOXC9/HOXA10/HOXC11/HOXC10/DLL3/HOXB9	17
GO:0071900	GO:0071900	regulation of protein serine/threonine kinase activity	36/899	479/17913	0.0104513023034818	0.14616763711469	0.133221211221692	IQGAP3/CCNB1/PLK1/EZH2/CBLC/CDC6/TFAP4/CDC25C/PKMYT1/CDKN3/PAK1/CDK1/BLM/IRAK1/INAVA/CKS1B/CDC25A/STK39/DBF4/ADAM8/THY1/EPHB2/TNFSF11/MIF/CDKN2A/EGF/SFN/UCHL1/DUSP9/DUSP4/CEMIP/NRK/CD24/CCL19/ERN2/SAA1	36
GO:0009994	GO:0009994	oocyte differentiation	7/899	49/17913	0.0106772990129894	0.148899230201257	0.135710860413132	CCNB1/AURKA/TRIP13/PABPC1L/ZP3/YBX2/TDRD5	7
GO:0001824	GO:0001824	blastocyst development	11/899	99/17913	0.0107467430315792	0.149011268377868	0.135812975093822	NEK2/GINS1/ASF1B/BYSL/NCAPG2/GINS4/ZP3/SALL4/KPNA7/PLPP4/HORMAD1	11
GO:0070301	GO:0070301	cellular response to hydrogen peroxide	11/899	99/17913	0.0107467430315792	0.149011268377868	0.135812975093822	PYCR1/EZH2/CBX8/TRAP1/ECT2/CDK1/PPIF/NQO1/NET1/GPR37/LCN2	11
GO:0006094	GO:0006094	gluconeogenesis	10/899	86/17913	0.0108189051125385	0.149584462994728	0.1363354004585	SLC25A10/KAT2A/NLN/GAPDH/PC/ENO1/GPI/TPI1/ALDOA/ENO3	10
GO:0007130	GO:0007130	synaptonemal complex assembly	4/899	18/17913	0.0109682730539611	0.150329431596583	0.137014385365285	P3H4/TRIP13/SYCE3/HORMAD1	4
GO:0070828	GO:0070828	heterochromatin organization	4/899	18/17913	0.0109682730539611	0.150329431596583	0.137014385365285	HMGA1/HELLS/CDKN2A/LOXL2	4
GO:0051656	GO:0051656	establishment of organelle localization	34/899	448/17913	0.0109781850238315	0.150329431596583	0.137014385365285	SAPCD2/CDCA8/CCNB1/PLK1/SPAG5/KIF2C/NUSAP1/DLGAP5/MYO19/STX1A/CENPF/CDCA5/CDT1/NDC80/CENPA/MYO7A/KIFC1/KIF14/MAD2L1/KIF22/ESPL1/KIF23/SYT7/FAM83D/CENPE/CHRNA5/CDH3/SYT12/TRIM46/COL7A1/APBA2/UCHL1/PFN2/KIF1A	34
GO:0061448	GO:0061448	connective tissue development	21/899	243/17913	0.0109966923999149	0.150329431596583	0.137014385365285	MDK/COL1A1/TYMS/TIMP1/GREM1/POC1A/PITX1/CCN4/COL11A1/SULF1/SERPINH1/RUNX2/COL5A1/BMP8A/MMP13/COMP/ADAMTS12/LOXL2/FOXA1/SIX2/PTHLH	21
GO:0032886	GO:0032886	regulation of microtubule-based process	18/899	199/17913	0.0114996282188228	0.153314154069055	0.139734743652471	PLK1/SPAG5/TPX2/NEK2/KAT2A/KIF11/SKA3/STIL/CCNF/AURKA/PAK1/CHEK1/SKA1/TACC3/POC1A/PLK4/ATAT1/TRIM46	18
GO:0030104	GO:0030104	water homeostasis	9/899	74/17913	0.0115198036187578	0.153314154069055	0.139734743652471	TMEM79/GRHL3/ABCA12/FA2H/CLDN4/KRT16/GRHL1/SFN/BPIFA1	9
GO:0042246	GO:0042246	tissue regeneration	9/899	74/17913	0.0115198036187578	0.153314154069055	0.139734743652471	CCNB1/EZH2/MDK/BCL9/PTGFRN/POSTN/ENO3/KLK6/TM4SF4	9
GO:0002495	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	11/899	100/17913	0.0115452360182599	0.153314154069055	0.139734743652471	KIF2C/SPTBN2/KIF4A/KIF11/KIF22/KIF15/KIF23/AP1S1/CENPE/RACGAP1/CTSV	11
GO:0006188	GO:0006188	IMP biosynthetic process	3/899	10/17913	0.0115941262195226	0.153314154069055	0.139734743652471	PAICS/ATIC/PPAT	3
GO:0006857	GO:0006857	oligopeptide transport	3/899	10/17913	0.0115941262195226	0.153314154069055	0.139734743652471	SLC26A6/SLC7A11/CDH17	3
GO:0009263	GO:0009263	deoxyribonucleotide biosynthetic process	3/899	10/17913	0.0115941262195226	0.153314154069055	0.139734743652471	RRM2/TYMS/DTYMK	3
GO:0046040	GO:0046040	IMP metabolic process	3/899	10/17913	0.0115941262195226	0.153314154069055	0.139734743652471	PAICS/ATIC/PPAT	3
GO:0071281	GO:0071281	cellular response to iron ion	3/899	10/17913	0.0115941262195226	0.153314154069055	0.139734743652471	CCNB1/TFAP2A/TFR2	3
GO:1903405	GO:1903405	protein localization to nuclear body	3/899	10/17913	0.0115941262195226	0.153314154069055	0.139734743652471	CCT3/DKC1/CCT5	3
GO:1904851	GO:1904851	positive regulation of establishment of protein localization to telomere	3/899	10/17913	0.0115941262195226	0.153314154069055	0.139734743652471	CCT3/DKC1/CCT5	3
GO:1904867	GO:1904867	protein localization to Cajal body	3/899	10/17913	0.0115941262195226	0.153314154069055	0.139734743652471	CCT3/DKC1/CCT5	3
GO:0043648	GO:0043648	dicarboxylic acid metabolic process	10/899	87/17913	0.0116916737649486	0.154183947775259	0.140527497598152	ALDH18A1/ATIC/GPT2/SHMT2/MTHFD2/IDH2/SLC7A11/ADSS1/GCLC/HAL	10
GO:0010458	GO:0010458	exit from mitosis	5/899	28/17913	0.0118154674617894	0.154556505638987	0.140867057098707	UBE2C/ANLN/CDCA5/KNTC1/UBE2S	5
GO:0042634	GO:0042634	regulation of hair cycle	5/899	28/17913	0.0118154674617894	0.154556505638987	0.140867057098707	FERMT1/CDH3/FA2H/GAL/KRT17	5
GO:0051294	GO:0051294	establishment of spindle orientation	5/899	28/17913	0.0118154674617894	0.154556505638987	0.140867057098707	SAPCD2/PLK1/NDC80/CENPA/MAD2L1	5
GO:1900047	GO:1900047	negative regulation of hemostasis	7/899	50/17913	0.0118926241606346	0.155147594224623	0.141405791519486	F12/CEACAM1/FAP/COMP/PLAU/PROC/FGB	7
GO:0010389	GO:0010389	regulation of G2/M transition of mitotic cell cycle	17/899	185/17913	0.0119270635438759	0.155179730237077	0.141435081166549	CCNB1/PLK1/TPX2/NEK2/AURKB/CENPF/HMMR/DONSON/AURKA/KIF14/CDK1/BLM/DTL/PLK4/TICRR/CLSPN/TUBG1	17
GO:0050663	GO:0050663	cytokine secretion	20/899	230/17913	0.012081745912067	0.156771959655779	0.142886282922898	LGR4/MDK/FERMT1/TNFRSF21/GAPDH/FOXP3/MMP12/CCN4/PANX2/CARD11/POSTN/MIF/AIM2/PAEP/TWIST1/IL36RN/AGT/VTCN1/CCL19/SAA1	20
GO:0002504	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	11/899	101/17913	0.0123882217153208	0.160320106625205	0.146120161818324	KIF2C/SPTBN2/KIF4A/KIF11/KIF22/KIF15/KIF23/AP1S1/CENPE/RACGAP1/CTSV	11
GO:0072078	GO:0072078	nephron tubule morphogenesis	9/899	75/17913	0.0125260306130671	0.161672411077699	0.147352689350806	LGR4/KIF26B/SIX4/GREM1/SIX1/ADAMTS16/SIX2/HOXB7/AGT	9
GO:0005996	GO:0005996	monosaccharide metabolic process	23/899	277/17913	0.0126296629229022	0.162451674402046	0.148062931412452	FUT2/SLC25A10/KAT2A/NLN/SLC2A1/GAPDH/PHLDA2/PC/PDK1/PGM2L1/PFKP/ENO1/GPI/TPI1/SORD/ALDOA/FUT8/IGFBP3/PMAIP1/FUT6/GCLC/HKDC1/ENO3	23
GO:0050707	GO:0050707	regulation of cytokine secretion	18/899	201/17913	0.012653355228513	0.162451674402046	0.148062931412452	LGR4/MDK/FERMT1/TNFRSF21/GAPDH/FOXP3/MMP12/CCN4/PANX2/POSTN/MIF/AIM2/PAEP/TWIST1/IL36RN/VTCN1/CCL19/SAA1	18
GO:0042471	GO:0042471	ear morphogenesis	12/899	115/17913	0.0127584134556794	0.162675891192005	0.148267288771743	CTHRC1/OTX1/MYO7A/SIX4/TFAP2A/GRHL3/COL11A1/SIX1/EPHB2/SIX2/GJB6/TWIST1	12
GO:0001503	GO:0001503	ossification	30/899	388/17913	0.012771381525686	0.162675891192005	0.148267288771743	CTHRC1/LGR4/MDK/HSPE1/COL1A1/WNT3/GREM1/TFAP2A/CYP27B1/FIGNL1/CYP24A1/CCN4/COL11A1/ITGA11/IGFBP3/COL5A2/RUNX2/BMP8A/MMP9/MMP13/COMP/TNFSF11/VCAN/COL1A2/IBSP/SIX2/TWIST1/PTHLH/ACHE/SMOC1	30
GO:0045785	GO:0045785	positive regulation of cell adhesion	30/899	388/17913	0.012771381525686	0.162675891192005	0.148267288771743	KIF26B/MDK/FERMT1/FRMD5/PAK1/HSPD1/IRAK1/FOXP3/IL1RL2/CXCL13/ADAM8/TNFRSF18/RAC3/ZP3/THY1/IL23A/ADGRG1/CARD11/TNFSF11/AGR2/IL2RA/FOXA1/CD27/IBSP/CD24/FGB/PRSS2/VTCN1/CCL19/SAA1	30
GO:0021700	GO:0021700	developmental maturation	22/899	262/17913	0.0128607061188119	0.163384834540822	0.148913439270453	CDC20/CCNB1/FERMT1/AURKA/KIF14/TYMS/TMEM79/GREM1/TRIP13/PABPC1L/RAC3/SLC26A6/RUNX2/CABYR/SPINK1/CDH3/BHLHA15/PAEP/FOXA1/TDRD5/GAL/CCL19	22
GO:0006213	GO:0006213	pyrimidine nucleoside metabolic process	7/899	51/17913	0.0132047118101111	0.165717432163837	0.151039433004532	NME1/TK1/DTYMK/NME4/APOBEC3B/NT5E/CDA	7
GO:0032206	GO:0032206	positive regulation of telomere maintenance	7/899	51/17913	0.0132047118101111	0.165717432163837	0.151039433004532	NEK2/AURKB/CCT3/GNL3/DKC1/CCT5/PKIB	7
GO:0001832	GO:0001832	blastocyst growth	4/899	19/17913	0.0133516414539584	0.165717432163837	0.151039433004532	GINS1/NCAPG2/GINS4/SALL4	4
GO:0007095	GO:0007095	mitotic G2 DNA damage checkpoint	4/899	19/17913	0.0133516414539584	0.165717432163837	0.151039433004532	DONSON/CDK1/BLM/CLSPN	4
GO:0009147	GO:0009147	pyrimidine nucleoside triphosphate metabolic process	4/899	19/17913	0.0133516414539584	0.165717432163837	0.151039433004532	NME1/TYMS/DTYMK/NME4	4
GO:0019184	GO:0019184	nonribosomal peptide biosynthetic process	4/899	19/17913	0.0133516414539584	0.165717432163837	0.151039433004532	GGCT/SLC7A11/OPLAH/GCLC	4
GO:0032331	GO:0032331	negative regulation of chondrocyte differentiation	4/899	19/17913	0.0133516414539584	0.165717432163837	0.151039433004532	GREM1/CCN4/ADAMTS12/PTHLH	4
GO:0046653	GO:0046653	tetrahydrofolate metabolic process	4/899	19/17913	0.0133516414539584	0.165717432163837	0.151039433004532	ATIC/SHMT2/TYMS/MTHFD2	4
GO:0072074	GO:0072074	kidney mesenchyme development	4/899	19/17913	0.0133516414539584	0.165717432163837	0.151039433004532	SIX4/SIX1/BASP1/SIX2	4
GO:0046134	GO:0046134	pyrimidine nucleoside biosynthetic process	5/899	29/17913	0.0137010974231344	0.16962098416957	0.15459723784106	NME1/TK1/DTYMK/NME4/CDA	5
GO:0007129	GO:0007129	synapsis	6/899	40/17913	0.0140055779745924	0.172949287304572	0.157630745009341	P3H4/FANCD2/BRIP1/TRIP13/SYCE3/HORMAD1	6
GO:0014812	GO:0014812	muscle cell migration	11/899	103/17913	0.0142136644821717	0.175073385106546	0.159566706262585	MDK/SIX4/PAK1/P2RY6/CCN4/IGFBP3/SIX1/NET1/PLAU/POSTN/AGT	11
GO:0048705	GO:0048705	skeletal system morphogenesis	18/899	204/17913	0.0145531109815507	0.178800626818901	0.162963817040576	SIX4/COL1A1/GREM1/TFAP2A/POC1A/COL11A1/SERPINH1/RUNX2/SIX1/TBX15/MMP13/COMP/SIX2/HOXC9/TWIST1/HOXC11/HOXB7/SP5	18
GO:0072528	GO:0072528	pyrimidine-containing compound biosynthetic process	7/899	52/17913	0.0146174844223511	0.179138009852702	0.163271317232109	NME1/TK1/TYMS/DTYMK/NME4/CDA/CPS1	7
GO:0072088	GO:0072088	nephron epithelium morphogenesis	9/899	77/17913	0.0147326033000474	0.180094014647683	0.16414264633912	LGR4/KIF26B/SIX4/GREM1/SIX1/ADAMTS16/SIX2/HOXB7/AGT	9
GO:0090596	GO:0090596	sensory organ morphogenesis	21/899	250/17913	0.0147827291359573	0.180252724866334	0.164287299204688	CTHRC1/OTX1/MYO7A/SIX4/TFAP2A/GRHL3/COL11A1/COL5A2/SIX1/THY1/STRA6/COL5A1/EPHB2/TSKU/NECTIN1/MFAP2/PITX2/HOXC13/SIX2/GJB6/TWIST1	21
GO:0035966	GO:0035966	response to topologically incorrect protein	16/899	175/17913	0.0150790189409008	0.181384187339267	0.165318545273049	MANF/KDELR3/ERO1A/HSPE1/HSPD1/DERL3/F12/GFPT1/ASNS/CREB3L4/DDX11/SERPINH1/HYOU1/BHLHA15/COMP/AGR2	16
GO:0060562	GO:0060562	epithelial tube morphogenesis	25/899	313/17913	0.0150807221739239	0.181384187339267	0.165318545273049	CTHRC1/LGR4/KAT2A/KIF26B/MDK/STIL/SOX4/SIX4/PAK1/TIMELESS/GREM1/ST14/GRHL3/SALL4/SIX1/MESP1/RNF207/ADAMTS16/ADAMTS12/EGF/FOXA1/SIX2/TWIST1/HOXB7/AGT	25
GO:0048608	GO:0048608	reproductive structure development	32/899	426/17913	0.0152481837954549	0.181384187339267	0.165318545273049	LGR4/SPP1/E2F8/GJB2/ASPM/CCNF/PHLDA2/SIX4/PRDX4/FANCA/BRIP1/CYP27B1/FANCG/ST14/PLK4/SULF1/ZP3/SRD5A1/STRA6/KRT8/ADGRG1/E2F7/FOXA1/BASP1/CTSV/TESC/HOXA10/DLX3/NRK/GJB3/INHA/SERPINB5	32
GO:0010755	GO:0010755	regulation of plasminogen activation	3/899	11/17913	0.0153547485419741	0.181384187339267	0.165318545273049	ENO1/F12/MELTF	3
GO:0014820	GO:0014820	tonic smooth muscle contraction	3/899	11/17913	0.0153547485419741	0.181384187339267	0.165318545273049	NMU/EDN2/AGT	3
GO:0031507	GO:0031507	heterochromatin assembly	3/899	11/17913	0.0153547485419741	0.181384187339267	0.165318545273049	HMGA1/HELLS/CDKN2A	3
GO:0031915	GO:0031915	positive regulation of synaptic plasticity	3/899	11/17913	0.0153547485419741	0.181384187339267	0.165318545273049	CDC20/EPHB2/DBN1	3
GO:0035404	GO:0035404	histone-serine phosphorylation	3/899	11/17913	0.0153547485419741	0.181384187339267	0.165318545273049	CCNB1/AURKB/AURKA	3
GO:0060340	GO:0060340	positive regulation of type I interferon-mediated signaling pathway	3/899	11/17913	0.0153547485419741	0.181384187339267	0.165318545273049	IKBKE/MMP12/IRF7	3
GO:0070203	GO:0070203	regulation of establishment of protein localization to telomere	3/899	11/17913	0.0153547485419741	0.181384187339267	0.165318545273049	CCT3/DKC1/CCT5	3
GO:0072711	GO:0072711	cellular response to hydroxyurea	3/899	11/17913	0.0153547485419741	0.181384187339267	0.165318545273049	TIMELESS/BLM/DDX11	3
GO:2000105	GO:2000105	positive regulation of DNA-dependent DNA replication	3/899	11/17913	0.0153547485419741	0.181384187339267	0.165318545273049	E2F8/CDT1/E2F7	3
GO:0050715	GO:0050715	positive regulation of cytokine secretion	13/899	132/17913	0.0153828361885094	0.181384187339267	0.165318545273049	MDK/FERMT1/GAPDH/MMP12/PANX2/POSTN/MIF/AIM2/PAEP/TWIST1/VTCN1/CCL19/SAA1	13
GO:0022409	GO:0022409	positive regulation of cell-cell adhesion	21/899	251/17913	0.0153987812041578	0.181384187339267	0.165318545273049	KIF26B/MDK/PAK1/HSPD1/IRAK1/FOXP3/IL1RL2/CXCL13/ADAM8/ZP3/THY1/IL23A/CARD11/TNFSF11/IL2RA/FOXA1/CD27/CD24/FGB/VTCN1/CCL19	21
GO:0006986	GO:0006986	response to unfolded protein	15/899	161/17913	0.0155897356124941	0.183129749524167	0.166909498736658	MANF/KDELR3/ERO1A/HSPE1/HSPD1/DERL3/GFPT1/ASNS/CREB3L4/DDX11/SERPINH1/HYOU1/BHLHA15/COMP/AGR2	15
GO:0014823	GO:0014823	response to activity	8/899	65/17913	0.015660178457146	0.183129749524167	0.166909498736658	PERM1/CDK1/SRD5A1/DNMT3B/POSTN/ADSS1/GCLC/AGT	8
GO:1904888	GO:1904888	cranial skeletal system development	8/899	65/17913	0.015660178457146	0.183129749524167	0.166909498736658	CEP55/SIX4/TFAP2A/RUNX2/SIX1/TBX15/SIX2/TWIST1	8
GO:0009163	GO:0009163	nucleoside biosynthetic process	6/899	41/17913	0.0157296260973787	0.183499700602353	0.167246682341056	NME1/TK1/DTYMK/NME4/NT5E/CDA	6
GO:0010771	GO:0010771	negative regulation of cell morphogenesis involved in differentiation	9/899	78/17913	0.0159374777362232	0.184463812019347	0.168125400046699	SPP1/WNT3/THY1/NGEF/EPHB2/TRIM46/MELTF/POSTN/LINGO1	9
GO:0071236	GO:0071236	cellular response to antibiotic	14/899	147/17913	0.0160084760307983	0.184463812019347	0.168125400046699	PYCR1/EZH2/CBX8/TRAP1/ECT2/TIMELESS/CDK1/PPIF/DDX11/NQO1/NET1/GPR37/LCN2/PLA2G4A	14
GO:0009226	GO:0009226	nucleotide-sugar biosynthetic process	4/899	20/17913	0.0160403314799433	0.184463812019347	0.168125400046699	GNPNAT1/GFPT1/GMDS/UGDH	4
GO:0051797	GO:0051797	regulation of hair follicle development	4/899	20/17913	0.0160403314799433	0.184463812019347	0.168125400046699	FERMT1/CDH3/GAL/KRT17	4
GO:0070734	GO:0070734	histone H3-K27 methylation	4/899	20/17913	0.0160403314799433	0.184463812019347	0.168125400046699	EZH2/KPNA7/H1-4/H1-2	4
GO:2001014	GO:2001014	regulation of skeletal muscle cell differentiation	4/899	20/17913	0.0160403314799433	0.184463812019347	0.168125400046699	NLN/UQCC2/SIX4/SIX1	4
GO:0032210	GO:0032210	regulation of telomere maintenance via telomerase	7/899	53/17913	0.0161347732442065	0.185111240080695	0.168715483817732	NEK2/AURKB/CCT3/DKC1/CCT5/PIF1/PKIB	7
GO:0009135	GO:0009135	purine nucleoside diphosphate metabolic process	13/899	133/17913	0.0162945856406046	0.186064997914951	0.169584764982838	GAPDH/LDHA/PGM2L1/PFKP/ENO1/GPI/TPI1/ALDOA/NUP155/AK4/CARD11/ENTPD2/ENO3	13
GO:0009179	GO:0009179	purine ribonucleoside diphosphate metabolic process	13/899	133/17913	0.0162945856406046	0.186064997914951	0.169584764982838	GAPDH/LDHA/PGM2L1/PFKP/ENO1/GPI/TPI1/ALDOA/NUP155/AK4/CARD11/ENTPD2/ENO3	13
GO:0061458	GO:0061458	reproductive system development	32/899	429/17913	0.0167043123236219	0.190295839686706	0.173440870728587	LGR4/SPP1/E2F8/GJB2/ASPM/CCNF/PHLDA2/SIX4/PRDX4/FANCA/BRIP1/CYP27B1/FANCG/ST14/PLK4/SULF1/ZP3/SRD5A1/STRA6/KRT8/ADGRG1/E2F7/FOXA1/BASP1/CTSV/TESC/HOXA10/DLX3/NRK/GJB3/INHA/SERPINB5	32
GO:0051402	GO:0051402	neuron apoptotic process	20/899	238/17913	0.0170018686393019	0.193232010553939	0.176116977745215	MYBL2/MDK/TNFRSF21/XRCC2/GAPDH/KIF14/SIX4/TFAP2A/ADAM8/NQO1/SIX1/NSMF/HYOU1/EGLN3/TOX3/TRIM2/CIT/GCLC/VSTM2L/CRLF1	20
GO:0061035	GO:0061035	regulation of cartilage development	8/899	66/17913	0.0170621251105453	0.19346376906887	0.176328208840412	MDK/GREM1/CCN4/RUNX2/ADAMTS12/LOXL2/SIX2/PTHLH	8
GO:0061333	GO:0061333	renal tubule morphogenesis	9/899	79/17913	0.0172130551250157	0.194267340748142	0.177060606206404	LGR4/KIF26B/SIX4/GREM1/SIX1/ADAMTS16/SIX2/HOXB7/AGT	9
GO:0072028	GO:0072028	nephron morphogenesis	9/899	79/17913	0.0172130551250157	0.194267340748142	0.177060606206404	LGR4/KIF26B/SIX4/GREM1/SIX1/ADAMTS16/SIX2/HOXB7/AGT	9
GO:2000278	GO:2000278	regulation of DNA biosynthetic process	11/899	106/17913	0.0173229019816597	0.195053464772609	0.177777101299143	NEK2/AURKB/CCT3/DKC1/RFC4/GREM1/CHTF18/CCT5/PIF1/DSCC1/PKIB	11
GO:1901659	GO:1901659	glycosyl compound biosynthetic process	6/899	42/17913	0.0175950163045126	0.197658828994906	0.180151702026223	NME1/TK1/DTYMK/NME4/NT5E/CDA	6
GO:0070206	GO:0070206	protein trimerization	7/899	54/17913	0.0177603050478921	0.199054873897045	0.181424095809512	C1QTNF6/COL1A1/HSF4/MIF/LCN2/COL1A2/TRPM8	7
GO:0002675	GO:0002675	positive regulation of acute inflammatory response	5/899	31/17913	0.0180569014956751	0.200750368171031	0.182969415999799	F12/ADAM8/C2CD4A/ZP3/TNFSF11	5
GO:0045742	GO:0045742	positive regulation of epidermal growth factor receptor signaling pathway	5/899	31/17913	0.0180569014956751	0.200750368171031	0.182969415999799	MMP9/AGR2/EGF/PTK6/AGT	5
GO:1901976	GO:1901976	regulation of cell cycle checkpoint	5/899	31/17913	0.0180569014956751	0.200750368171031	0.182969415999799	CCNB1/CDT1/NDC80/MAD2L1/CHEK2	5
GO:0072080	GO:0072080	nephron tubule development	10/899	93/17913	0.0180873129694612	0.200750368171031	0.182969415999799	LGR4/KIF26B/SIX4/GREM1/SIX1/ADAMTS16/SIX2/HOXB7/CD24/AGT	10
