ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006636	GO:0006636	unsaturated fatty acid biosynthetic process	15/1389	54/17913	9.81509907035475e-06	0.000169279000312753	0.000114112116722141	PLA2G4F/FABP5/ALOX5/ALOX5AP/EDN1/SCD5/PTGDS/HPGDS/PTGIS/ALOX15/SCD/IL1B/CD74/ALOX15B/HPGD	15
GO:0050670	GO:0050670	regulation of lymphocyte proliferation	34/1389	199/17913	1.01624824157882e-05	0.000174162692981659	0.000117404246914543	WNT3A/AGER/FGF10/LRRC32/SPN/VSIR/PDE5A/TGFBR2/VSIG4/HLA-E/PRKCQ/TLR4/IHH/BTK/SFTPD/TYROBP/SCGB1A1/MNDA/LST1/IL6/NCKAP1L/TFRC/EFNB1/PDCD1LG2/HLA-DPA1/CD4/IL1B/SASH3/HLA-DPB1/AIF1/PTPRC/CD74/CD274/ANXA1	34
GO:0014068	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	19/1389	81/17913	1.02277292291775e-05	0.000174162692981659	0.000117404246914543	MYOC/TEK/CAT/SELP/FGR/ANGPT1/GPER1/CSF3/ERBB4/GAB1/NTRK2/PDGFB/DCN/PIK3R1/PIK3R5/NCF1/HCST/TGFB2/KDR	19
GO:0051899	GO:0051899	membrane depolarization	19/1389	81/17913	1.02277292291775e-05	0.000174162692981659	0.000117404246914543	MYOC/FHL1/CAV1/SCN4B/ATP1A2/SCN2B/LRRK2/GJA5/CACNB4/EDN1/SMAD7/DCN/NEDD4L/GJA1/P2RX7/PRKCZ/JUN/CACNG4/KDR	19
GO:1903557	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	19/1389	81/17913	1.02277292291775e-05	0.000174162692981659	0.000117404246914543	AGER/CD36/SPN/LILRA5/HLA-E/LPL/TLR4/LRRK2/PF4/TYROBP/PIK3R1/FCER1G/CYBB/AKAP12/LILRA2/PTAFR/SASH3/PTPRC/CLU	19
GO:0010863	GO:0010863	positive regulation of phospholipase C activity	13/1389	42/17913	1.04865904823489e-05	0.000178007392383341	0.00011999598473244	ADRA1A/NMUR1/RASGRP4/BDNF/FGF2/C5AR1/S1PR4/GNAQ/NTRK2/SELE/P2RY12/PTAFR/EDNRA	13
GO:0007265	GO:0007265	Ras protein signal transduction	48/1389	324/17913	1.05750876628968e-05	0.00017894511545298	0.000120628110183192	MYOC/PECAM1/ADRA1A/ARHGAP6/FGF10/ARHGEF15/FGD5/ARHGEF26/IQSEC3/RASIP1/RASGRP4/KANK2/HEG1/FGF2/PREX2/DLC1/AGTR1/CDH13/RASGRF1/DOK2/CTNNAL1/SHC3/ARHGEF6/RRAS/NRG1/RIPOR1/ARRB1/MRAS/PLCE1/FBP1/FGD3/APOA1/ARHGEF37/PREX1/DAB2IP/RDX/PDPN/ARHGAP29/DHCR24/RASGRP2/ARHGEF10/ELMO1/AKAP13/PRKD1/JUN/ECT2L/TGFB2/AIF1	48
GO:0034332	GO:0034332	adherens junction organization	26/1389	134/17913	1.1140775428402e-05	0.000187926371724862	0.000126682435658384	MYOC/FAM107A/TEK/RAMP2/ACVRL1/ARHGAP6/ACTN2/CDH5/CORO2B/GPM6B/PEAK1/DLC1/CDH13/PPM1F/FERMT2/SORBS1/LIMCH1/PHLDB2/SMAD7/RASSF8/RDX/CADM1/RAB8B/EPB41L5/LRP1/KDR	26
GO:0009612	GO:0009612	response to mechanical stimulus	34/1389	200/17913	1.13492672547778e-05	0.000190250489401742	0.000128249139071862	ANKRD1/RETN/P2RY1/ATP1A2/KCNA5/TGFBR2/ENG/PDE2A/SCN1A/TLR4/PTGER4/IHH/TLR8/FOSB/SHANK3/EDN1/PPARG/DCN/AQP1/ETS1/CXCL12/ETV1/GJA1/BTG2/SCEL/CASP1/P2RX7/FOS/JUN/WNT11/TXNIP/IL1B/PTN/BMP6	34
GO:0032944	GO:0032944	regulation of mononuclear cell proliferation	34/1389	200/17913	1.13492672547778e-05	0.000190250489401742	0.000128249139071862	WNT3A/AGER/FGF10/LRRC32/SPN/VSIR/PDE5A/TGFBR2/VSIG4/HLA-E/PRKCQ/TLR4/IHH/BTK/SFTPD/TYROBP/SCGB1A1/MNDA/LST1/IL6/NCKAP1L/TFRC/EFNB1/PDCD1LG2/HLA-DPA1/CD4/IL1B/SASH3/HLA-DPB1/AIF1/PTPRC/CD74/CD274/ANXA1	34
GO:0051056	GO:0051056	regulation of small GTPase mediated signal transduction	47/1389	316/17913	1.17210236070574e-05	0.000195283986902926	0.000131642253712866	MYOC/ADRA1A/ARHGAP6/FGF10/ARHGEF15/FGD5/ARHGEF26/IQSEC3/RASIP1/STARD13/STARD8/SLIT2/RHOJ/RASGRP4/ARHGAP31/CGNL1/KANK2/HEG1/PREX2/DLC1/RASGRF1/A2M/ARHGAP24/ARHGEF6/ARHGAP44/ARAP3/NRG1/ARHGAP18/ARRB1/PLCE1/FBP1/FGD3/APOA1/ARHGEF37/ARAP2/PREX1/DAB2IP/RDX/ARHGAP29/ARHGAP30/ARHGAP25/ARHGEF10/AKAP13/ARHGAP23/ECT2L/TGFB2/RHOBTB2	47
GO:1903706	GO:1903706	regulation of hemopoiesis	63/1389	468/17913	1.1722120009226e-05	0.000195283986902926	0.000131642253712866	TAL1/AGER/CD101/LMO2/CLDN18/VSIR/IL17D/TGFBR2/MYL9/TRIM58/GAS6/ACE/GATA2/KLF13/SLC46A2/PRKCQ/UBASH3B/TLR4/IHH/IL7R/ZEB1/DCSTAMP/HOXA5/LILRB3/ZBTB16/HLX/PF4/CD83/CA2/SPI1/KAT2B/MITF/BTK/NR4A3/SMAD7/TYROBP/ZFP36/MEIS1/IL34/RASSF2/PIK3R1/NCKAP1L/ETS1/KLF10/EVI2B/NFAM1/TMEM178A/EGR3/ID2/AXL/FOS/CSF3R/PRKCZ/JUN/HLA-DOA/C1QC/CD4/SASH3/PTN/FSTL3/PTPRC/CD74/ANXA1	63
GO:0048469	GO:0048469	cell maturation	30/1389	167/17913	1.21565835073779e-05	0.000201896839053087	0.000136100021983184	MYOC/TAL1/EDNRB/EPAS1/GLDN/LGI4/PTH1R/TRIM58/GATA2/KLF2/IHH/NTN4/HOXA5/LRRK2/SOX18/BTK/PPARG/CATSPERD/ANKS1A/C1QA/SCARF1/GJA1/ID2/CFTR/CDKN1C/ROPN1L/AXL/CEBPA/CX3CL1/CCL21	30
GO:0051249	GO:0051249	regulation of lymphocyte activation	56/1389	401/17913	1.22022229267241e-05	0.000202031266365238	0.000136190640341672	WNT3A/AGER/CAV1/FGF10/LRRC32/SPN/VSIR/PDE5A/TGFBR2/GAS6/VSIG4/HLA-E/SLC46A2/PRKCQ/TLR4/IHH/IL7R/ZEB1/ZBTB16/HLX/CD83/BTK/SFTPD/TNFSF13/SMAD7/TYROBP/SCGB1A1/MNDA/LST1/PIK3R1/IL6/NCKAP1L/MAP3K8/NFAM1/DOCK8/EGR3/ID2/EFNB2/TFRC/EFNB1/AXL/PDCD1LG2/PRKCZ/HLA-DOA/HLA-DPA1/CD4/IL1B/SASH3/HLA-DPB1/AIF1/PTPRC/CD74/CD274/CCL2/CCL21/ANXA1	56
GO:0003094	GO:0003094	glomerular filtration	9/1389	21/17913	1.23177256703999e-05	0.000203318042430741	0.000137058064773	EMP2/CORO2B/CD34/GAS6/PTPRO/GJA5/PDGFB/GJA1/ADGRF5	9
GO:0072503	GO:0072503	cellular divalent inorganic cation homeostasis	55/1389	392/17913	1.26974385939939e-05	0.000208944700532969	0.000140851032978924	GRIA1/JPH4/EDNRB/ADRA1A/S1PR1/RAMP3/CAV1/ADCY8/CD36/PRKCE/CASQ2/CCL23/FGF2/WFS1/P2RY1/ATP1A2/CD52/PTH1R/CCL14/KCNA5/EDN3/GPER1/KCNK3/SYNPO/AGTR1/S1PR4/NOS1/SLC11A1/PLA2G1B/GATA2/SNCA/PLCE1/EDN1/JPH2/F2RL3/CNR1/P2RX1/CXCL12/TMEM178A/GJA1/P2RX7/FKBP1B/APLNR/CD4/RGN/LRP1/CLIC2/TGM2/EDNRA/PTPRC/S100A8/JPH1/CX3CL1/TRPC6/CCL21	55
GO:0071222	GO:0071222	cellular response to lipopolysaccharide	31/1389	176/17913	1.32050173030514e-05	0.0002163757778992	0.00014586037239031	EDNRB/ANKRD1/CD36/PRKCE/SASH1/CSF3/MRC1/TLR4/PLSCR4/CD68/CARD16/VIM/KMO/ZFP36/LY86/SIRPA/IL6/DAB2IP/HCK/CX3CR1/CTSG/CASP1/AXL/IRF8/LILRA2/PTAFR/IL1B/BMP6/CX3CL1/CCL2/ICAM1	31
GO:0007411	GO:0007411	axon guidance	35/1389	210/17913	1.3229442655424e-05	0.0002163757778992	0.00014586037239031	WNT3A/TNR/DCC/SEMA6A/FEZ1/ANOS1/SEMA5A/SLIT2/BDNF/SPTBN1/SLIT3/BMPR2/DOK2/GAB1/SHC3/DPYSL2/PRKCQ/NTN4/PTPRM/PTPRO/ROBO2/SHANK3/MYH10/FLRT3/EGR2/NR4A3/SEMA3B/GFRA1/PIK3R1/APBB2/LAMB2/GAB2/CXCL12/ETV1/LRP1	35
GO:0072507	GO:0072507	divalent inorganic cation homeostasis	57/1389	412/17913	1.35411512414373e-05	0.000220802832818709	0.000148844679993598	GRIA1/JPH4/EDNRB/ADRA1A/S1PR1/RAMP3/CAV1/ADCY8/CD36/PRKCE/KL/CASQ2/CCL23/FGF2/WFS1/P2RY1/ATP1A2/CD52/PTH1R/CCL14/KCNA5/EDN3/GPER1/KCNK3/SYNPO/AGTR1/S1PR4/NOS1/SLC11A1/PLA2G1B/GATA2/SNCA/PLCE1/EDN1/JPH2/F2RL3/CNR1/P2RX1/CXCL12/TMEM178A/GJA1/P2RX7/FKBP1B/APLNR/CD4/RGN/LRP1/CLIC2/SNX10/TGM2/EDNRA/PTPRC/S100A8/JPH1/CX3CL1/TRPC6/CCL21	57
GO:0043550	GO:0043550	regulation of lipid kinase activity	16/1389	62/17913	1.40010182697714e-05	0.000227611719968701	0.000153434596780513	TEK/FPR2/FGR/FGF2/KLF4/SOCS2/PDGFB/PIK3R1/DAB2IP/PIK3IP1/PIK3R5/TNFAIP8L3/P2RY12/PRKD1/SOCS3/CCL21	16
GO:0034333	GO:0034333	adherens junction assembly	20/1389	90/17913	1.43196439416991e-05	0.000231393405556405	0.000155983856561072	MYOC/FAM107A/TEK/RAMP2/ACVRL1/ARHGAP6/ACTN2/CORO2B/GPM6B/PEAK1/DLC1/PPM1F/FERMT2/SORBS1/LIMCH1/PHLDB2/SMAD7/EPB41L5/LRP1/KDR	20
GO:1901888	GO:1901888	regulation of cell junction assembly	20/1389	90/17913	1.43196439416991e-05	0.000231393405556405	0.000155983856561072	MYOC/FAM107A/TEK/ACVRL1/ARHGAP6/CAV1/CLDN5/GPBAR1/GPM6B/PEAK1/DLC1/PPM1F/ACE/LIMCH1/PRKCH/PHLDB2/EPB41L5/GJA1/LRP1/KDR	20
GO:0034767	GO:0034767	positive regulation of ion transmembrane transport	28/1389	152/17913	1.44715124543019e-05	0.000232862509338205	0.000156974189336643	FXYD1/RAMP3/ADRB2/ACTN2/RGS9/EDN3/GPER1/STAC/NOS1/SNCA/ATP1B2/GJC2/SHANK3/JPH2/ABCB1/F2RL3/AMIGO1/CFTR/CTSS/P2RX7/APLNR/PTAFR/RGN/CACNG4/CX3CL1/CCL2/TRPC6/KCNQ1	28
GO:0006956	GO:0006956	complement activation	25/1389	128/17913	1.44971084609364e-05	0.000232862509338205	0.000156974189336643	CD5L/RGCC/MASP1/FCN3/CFP/COLEC10/CPB2/C8B/CFD/C5AR1/VSIG4/A2M/PROS1/SERPING1/FCN1/C1QA/C1QB/C7/C6/C1QC/C2/IL1B/C4BPA/VTN/CLU	25
GO:0048568	GO:0048568	embryonic organ development	57/1389	413/17913	1.45533361923553e-05	0.000232995974637537	0.000157064159195797	WNT3A/TAL1/EPAS1/FGF10/FOXF1/TCF21/SOX17/TBX3/ITGA8/TGFBR2/TBX2/ENG/PCDH12/NDRG4/RBP4/GATA2/HYAL1/IHH/FGFR2/ZEB1/HOXA5/SOBP/ARL13B/EFEMP1/HLX/GJA5/SOX18/EDN1/PDGFB/NES/NR4A3/INSIG1/PKDCC/WNT9A/CCN1/VASH1/FOXF2/ID3/GJA1/ID2/CDKN1C/CITED2/ALDH1A2/COBL/RARRES2/JUNB/WNT2/WNT11/IFT57/TGFB2/SOCS3/HEY1/CEBPA/BMP5/DNAAF1/FOLR1/KDR	57
GO:0006633	GO:0006633	fatty acid biosynthetic process	27/1389	144/17913	1.46546478580182e-05	0.000232995974637537	0.000157064159195797	ACADL/CYP1A2/PLA2G4F/QKI/HACD4/PDK4/FABP5/PLA2G1B/ALOX5/LPL/ALOX5AP/ACACB/EDN1/SCD5/PTGDS/INSIG1/MID1IP1/HPGDS/PTGIS/APOC1/ALOX15/SCD/IL1B/RGN/CD74/ALOX15B/HPGD	27
GO:1901652	GO:1901652	response to peptide	65/1389	491/17913	1.47089334236165e-05	0.000232995974637537	0.000157064159195797	OTC/TEK/EDNRB/AGER/RAMP3/ADRB2/CAV1/ACTN2/ADCY8/CDO1/AGRP/CD36/FPR2/TGFBR3/CAT/KL/GHR/CAV2/RETN/ADCY4/INPP5K/GPER1/AGTR2/AGTR1/KLF4/PDK4/PID1/GAB1/VAMP2/PLA2G1B/KLF2/LPL/SORBS1/PRKCQ/TLR4/JUND/SOCS2/CA2/KAT2B/EDN1/EGR2/NR4A3/VIM/PPARG/PCSK9/CCN2/PIK3R1/KLF10/ADCY9/TBC1D4/KLF15/CXCL12/NR4A1/EGR1/GJA1/BTG2/CYBB/ENHO/PRKCZ/RARRES2/PDE3B/IL1B/LRP1/ID1/ICAM1	65
GO:0046677	GO:0046677	response to antibiotic	48/1389	328/17913	1.47223153508318e-05	0.000232995974637537	0.000157064159195797	HBA1/ADCY8/CDO1/HBA2/PRKCE/CAT/CLDN18/AOC3/HBB/PLA2G4F/CRYAB/KCNA5/KLF4/CSF3/HYAL2/RBP4/KLF2/HYAL1/FGFR2/CA3/LRRK2/SPI1/EDN1/PDGFB/NR4A3/MAOB/SCGB1A1/DUSP1/AQP1/SIRPA/IL6/ETS1/CNR1/ID3/EGR1/CYBB/CFTR/AXL/ALPL/FKBP1B/JUN/TXNIP/ID1/S100A8/TRPC6/ICAM1/HPGD/CLU	48
GO:0099177	GO:0099177	regulation of trans-synaptic signaling	55/1389	394/17913	1.47272876826067e-05	0.000232995974637537	0.000157064159195797	SLC6A4/WNT3A/GRIA1/FAM107A/AGER/ADRA1A/ADRB2/ADCY8/TNR/DCC/ARC/PRKCE/MME/PLCL1/BCHE/RETN/P2RY1/ATP1A2/WNT7A/GPER1/ABHD6/SYNPO/RASGRF1/FABP5/VAMP2/NTNG1/PCDH17/SNCA/CACNA2D2/LRRK2/CA2/SHANK3/NTRK2/EDN1/EGR2/AKAP7/TYROBP/KMO/RIMS4/CNR1/P2RX1/CX3CR1/NRGN/LRRC4/AKAP12/SYP/PRKCZ/IL1B/PTN/UNC13B/CACNG4/CX3CL1/CCL2/PLCB4/SCTR	55
GO:0006874	GO:0006874	cellular calcium ion homeostasis	53/1389	375/17913	1.47652160102955e-05	0.000232995974637537	0.000157064159195797	GRIA1/JPH4/EDNRB/ADRA1A/S1PR1/RAMP3/CAV1/ADCY8/CD36/PRKCE/CASQ2/CCL23/FGF2/WFS1/P2RY1/ATP1A2/CD52/PTH1R/CCL14/KCNA5/EDN3/GPER1/KCNK3/SYNPO/AGTR1/S1PR4/NOS1/PLA2G1B/GATA2/SNCA/PLCE1/EDN1/JPH2/F2RL3/CNR1/P2RX1/CXCL12/TMEM178A/GJA1/P2RX7/FKBP1B/APLNR/CD4/RGN/LRP1/CLIC2/TGM2/EDNRA/PTPRC/JPH1/CX3CL1/TRPC6/CCL21	53
GO:0051492	GO:0051492	regulation of stress fiber assembly	19/1389	83/17913	1.48727333467317e-05	0.000234006368826794	0.000157745272738804	MYOC/RGCC/S1PR1/ARHGAP6/ARHGEF15/CORO2B/INPP5K/DLC1/PPM1F/PTGER4/LIMCH1/SORBS3/PHLDB2/APOA1/CCN2/PIK3R1/GPR65/ARHGEF10/WNT11	19
GO:0002526	GO:0002526	acute inflammatory response	36/1389	220/17913	1.51863908875226e-05	0.000238244808646528	0.000160602433630207	CD5L/EDNRB/DNASE1L3/CFP/CXCR2/CPB2/F8/C8B/C5AR1/VSIG4/A2M/HLA-E/PROS1/SERPING1/BTK/PPARG/C1QA/C1QB/IL6/CNR1/C7/IL1A/FCER1G/C6/CD163/C1QC/C2/IL1B/NUPR1/S100A8/C4BPA/VTN/TREM1/ICAM1/CLU/SERPINA1	36
GO:0022408	GO:0022408	negative regulation of cell-cell adhesion	30/1389	169/17913	1.54670504948792e-05	0.000241942438119025	0.000163095030616137	RGCC/CCM2L/TNR/LRRC32/SPN/VSIR/ADTRP/PDE5A/MYADM/KLF4/PPM1F/VSIG4/UBASH3B/IHH/PRKG1/HLX/BMP2/SFTPD/SMAD7/SCGB1A1/APOA1/RDX/PODXL/CXCL12/EPB41L5/PDCD1LG2/CD74/CD274/CCL21/ANXA1	30
GO:0097485	GO:0097485	neuron projection guidance	35/1389	212/17913	1.63209773351104e-05	0.000254456965715211	0.000171531158140165	WNT3A/TNR/DCC/SEMA6A/FEZ1/ANOS1/SEMA5A/SLIT2/BDNF/SPTBN1/SLIT3/BMPR2/DOK2/GAB1/SHC3/DPYSL2/PRKCQ/NTN4/PTPRM/PTPRO/ROBO2/SHANK3/MYH10/FLRT3/EGR2/NR4A3/SEMA3B/GFRA1/PIK3R1/APBB2/LAMB2/GAB2/CXCL12/ETV1/LRP1	35
GO:0071496	GO:0071496	cellular response to external stimulus	47/1389	320/17913	1.63616632851632e-05	0.000254456965715211	0.000171531158140165	FAM107A/ANKRD1/SESN1/KANK2/P2RY1/ATP1A2/GAS6/ENG/PDE2A/PDK4/BMPR2/LPL/TLR4/PTGER4/TLR8/MYOCD/LRRK2/CD68/RIPOR1/PPARG/KIF26A/PCSK9/ASGR1/AQP1/KLF10/ATF3/AMIGO1/CDKN2B/MAP1LC3C/GJA1/CYBB/CASP1/AXL/P2RX7/FOS/P2RY12/PRKD1/JUN/WNT11/IL1B/PTN/AIF1/PTPRC/BMP6/FOLR1/FOXA2/ICAM1	47
GO:0071346	GO:0071346	cellular response to interferon-gamma	28/1389	153/17913	1.64249652850224e-05	0.000254705297402609	0.000171698560206847	AQP4/MRC1/HLA-E/TLR4/EDN1/VIM/PPARG/SIRPA/HCK/GBP4/DAPK1/CD44/CASP1/IRF8/FCGR1A/OASL/PTAFR/HLA-DRA/SOCS3/HLA-DPA1/HLA-DPB1/HLA-DRB1/HLA-DRB5/AIF1/CCL2/HLA-DQB1/ICAM1/HLA-DQA1	28
GO:0014074	GO:0014074	response to purine-containing compound	27/1389	145/17913	1.66995038988762e-05	0.000258218478390381	0.000174066819224221	SLC6A4/TEK/GPD1/CDO1/CASQ2/THBD/P2RY1/DUOX1/INPP5K/PDE2A/FOSB/MMP19/PLA2G5/PPARG/DUSP1/AQP9/AQP1/P2RX1/CFTR/P2RX7/PER1/FOS/HMGCS1/P2RY12/PTAFR/IL1B/KCNQ1	27
GO:0006066	GO:0006066	alcohol metabolic process	49/1389	339/17913	1.68435205772101e-05	0.000259699095203345	0.000175064913011811	GPD1/ACADL/CAT/SULT1C4/ADH1B/FGF2/P2RY1/PTH1R/INPP5K/LEPR/LDLR/GPER1/RBP4/SNCA/CYP27A1/ACACB/ABCG1/APOBR/PLCE1/BMP2/MSMO1/ALDH2/PCSK9/APOA1/INSIG1/CD244/SULT1A1/CES1/SCARF1/DHCR24/APOC1/ALDH1A1/DKK3/CFTR/HMGCS1/ALDH1A2/PTAFR/SCD/IL1B/SULT1A2/ALDH3B1/CEBPA/BMP5/HMGCS2/BMP6/PLCB4/NR0B2/SULT2B1/SDR16C5	49
GO:0001101	GO:0001101	response to acid chemical	48/1389	330/17913	1.73168266463479e-05	0.000266233840525708	0.0001794700289423	SLC6A4/WNT3A/SPAAR/OTC/CDO1/CD36/TGFBR3/PRKCE/CAT/TIE1/BCHE/LDLR/KLF4/PDK4/PID1/FZD4/RBP4/KLF2/LPL/FGFR2/ZEB1/NTRK2/EDN1/PDGFB/PPARG/PTGFR/SCGB1A1/DUSP1/CCN2/AQP1/WNT9A/AMIGO1/ID3/EGR1/GJA1/CYBB/MAPK10/ALDH1A2/WNT2/WNT11/PTAFR/CTSH/PTN/BMP6/FOLR1/KDR/ICAM1/CCL21	48
GO:0007368	GO:0007368	determination of left/right symmetry	23/1389	114/17913	1.82251745314822e-05	0.00027926160659506	0.000188252133985383	WNT3A/FGF10/FOXF1/SOX17/TBX3/TGFBR2/TBX2/ENG/NDRG4/IHH/ARL13B/SOX18/DNAI2/GJA1/CITED2/IFT57/DAAM2/DNAI1/DRC1/ARMC4/DNAAF1/CFAP53/FOLR1	23
GO:0048708	GO:0048708	astrocyte differentiation	18/1389	77/17913	1.82679958226094e-05	0.00027926160659506	0.000188252133985383	TAL1/AGER/FPR2/LDLR/C5AR1/ROR1/TLR4/ID4/BMP2/VIM/LAMC3/C1QA/IL6/LAMB2/ID2/IL1B/LRP1/S100A8	18
GO:1900274	GO:1900274	regulation of phospholipase C activity	13/1389	44/17913	1.84303652520296e-05	0.00028094559609397	0.000189387322673309	ADRA1A/NMUR1/RASGRP4/BDNF/FGF2/C5AR1/S1PR4/GNAQ/NTRK2/SELE/P2RY12/PTAFR/EDNRA	13
GO:1901568	GO:1901568	fatty acid derivative metabolic process	28/1389	154/17913	1.8615238131333e-05	0.000282962136679952	0.000190746686293707	CYP1A2/PLA2G4F/HMGCLL1/ACSS3/FABP5/PLA2G1B/ALOX5/ALOX5AP/HSD17B4/EDN1/SCD5/PLA2G5/PLA2G3/PTGDS/FAR2/HPGDS/PTGIS/HACD1/ACSL4/ALOX15/GGTLC1/SCD/IL1B/TYRP1/HMGCS2/CD74/ALOX15B/HPGD	28
GO:0003148	GO:0003148	outflow tract septum morphogenesis	10/1389	27/17913	1.88459994347825e-05	0.000285662881573422	0.000192567276656073	SMAD6/TGFBR2/TBX2/ENG/BMPR2/GATA6/FGFR2/ROBO2/TGFB2/LRP2	10
GO:0097205	GO:0097205	renal filtration	9/1389	22/17913	1.94123709391692e-05	0.000293421258493454	0.000197797250905905	EMP2/CORO2B/CD34/GAS6/PTPRO/GJA5/PDGFB/GJA1/ADGRF5	9
GO:0070663	GO:0070663	regulation of leukocyte proliferation	35/1389	214/17913	2.0060960678567e-05	0.000302375432524843	0.000203833320059979	WNT3A/AGER/FGF10/LRRC32/SPN/VSIR/PDE5A/TGFBR2/VSIG4/HLA-E/PRKCQ/TLR4/IHH/IL5RA/BTK/SFTPD/TYROBP/SCGB1A1/MNDA/LST1/IL6/NCKAP1L/TFRC/EFNB1/PDCD1LG2/HLA-DPA1/CD4/IL1B/SASH3/HLA-DPB1/AIF1/PTPRC/CD74/CD274/ANXA1	35
GO:0050680	GO:0050680	negative regulation of epithelial cell proliferation	29/1389	163/17913	2.03866143408712e-05	0.000306425619464323	0.00020656357841412	LIMS2/RGCC/ACVRL1/CAV1/TGFBR3/CPB2/CAV2/KRT4/WFDC1/KLF9/GPC3/FGFR2/PTPRM/PPARG/DAB2IP/MCC/ATOH8/VASH1/CDKN2B/GJA1/CDKN1C/EFNB2/IFT57/TGFB2/RGN/PTN/NUPR1/CCL2/APOH	29
GO:0002460	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	44/1389	295/17913	2.052958141375e-05	0.000306860215520524	0.000206856542549072	AGER/EMP2/SPN/C8B/IL1RL1/IL33/SLC11A1/HLA-E/PRKCQ/TLR4/TLR8/IL7R/HLX/SERPING1/BTK/TNFSF13/SMAD7/C1QA/C1QB/IL6/RORA/IL18R1/C7/FCER1G/C6/PRF1/TFRC/P2RX7/PRKCZ/C1QC/CTSH/C2/CD4/IL1B/SASH3/UNC13D/PTPRC/C4BPA/CD74/CD274/HLA-DQB1/ICAM1/ANXA1/CLU	44
GO:0016485	GO:0016485	protein processing	44/1389	295/17913	2.052958141375e-05	0.000306860215520524	0.000206856542549072	CD5L/CLEC3B/F11/CFP/MME/CPB2/VSIR/C8B/CCBE1/C5AR1/VSIG4/ACE/A2M/IHH/PROS1/LRRK2/CARD16/SERPING1/MYRF/PCSK9/C1QA/C1QB/C7/CES1/DHCR24/CPA3/C6/CTSG/SRGN/CTSS/CASP1/NKD2/P2RX7/C1QC/CTSH/C2/PRSS12/IL1B/C4BPA/VTN/SPON1/TMPRSS2/APOH/CLU	44
GO:0017015	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	23/1389	115/17913	2.11345975881652e-05	0.000315028447706142	0.000212362802999905	CAV1/TGFBR3/SMAD6/VEPH1/CAV2/LTBP4/ITGA8/TGFBR2/ENG/ZEB1/MYOCD/NPNT/SMAD7/SNX25/DAB2/CDKN2B/DKK3/NRROS/CDKN1C/CITED2/FOLR1/PRDM16/PEG10	23
GO:0045637	GO:0045637	regulation of myeloid cell differentiation	39/1389	250/17913	2.13016219043454e-05	0.000316640959854372	0.000213449808323275	TAL1/CD101/CLDN18/MYL9/TRIM58/GATA2/KLF13/PRKCQ/UBASH3B/TLR4/DCSTAMP/HOXA5/LILRB3/ZBTB16/PF4/CA2/SPI1/KAT2B/MITF/NR4A3/TYROBP/ZFP36/MEIS1/IL34/RASSF2/PIK3R1/NCKAP1L/ETS1/KLF10/EVI2B/TMEM178A/ID2/FOS/CSF3R/JUN/C1QC/CD4/FSTL3/CD74	39
GO:0071216	GO:0071216	cellular response to biotic stimulus	34/1389	206/17913	2.15637444117125e-05	0.000319654293882713	0.000215481117131394	EDNRB/ANKRD1/CD36/PRKCE/SASH1/WFS1/CSF3/MRC1/TLR4/PLSCR4/CD68/CARD16/BTK/VIM/KMO/ZFP36/LY86/SIRPA/IL6/DAB2IP/HCK/CX3CR1/CTSG/CASP1/AXL/IRF8/LILRA2/PTAFR/TXNIP/IL1B/BMP6/CX3CL1/CCL2/ICAM1	34
GO:0072132	GO:0072132	mesenchyme morphogenesis	14/1389	51/17913	2.24142676913002e-05	0.000331349380348589	0.000223364853858359	WNT3A/ACVRL1/TMEM100/FOXF1/TGFBR2/TBX2/ENG/ROBO2/BMP2/ACTG2/WNT11/TGFB2/HEY1/BMP5	14
GO:0003197	GO:0003197	endocardial cushion development	13/1389	45/17913	2.40907667022372e-05	0.000355157303081475	0.00023941393527299	ACVRL1/TMEM100/FOXF1/TGFBR2/TBX2/ENG/BMPR2/ROBO2/TBX5/BMP2/TGFB2/HEY1/BMP5	13
GO:0017145	GO:0017145	stem cell division	12/1389	39/17913	2.44952483634116e-05	0.000360133692468628	0.000242768552948854	WNT3A/SOX17/WNT7A/SOX5/FGFR2/ZBTB16/WWTR1/EVI2B/ETV5/LBH/NAP1L2/TGFB2	12
GO:1903725	GO:1903725	regulation of phospholipid metabolic process	19/1389	86/17913	2.54087095744459e-05	0.000372545684523415	0.000251135560572323	TEK/FPR2/FGR/FGF2/LDLR/KLF4/SOCS2/PDGFB/PIK3R1/DAB2IP/PIK3IP1/PIK3R5/TNFAIP8L3/APOC1/P2RY12/PRKD1/ADGRF5/SOCS3/CCL21	19
GO:0002064	GO:0002064	epithelial cell development	33/1389	199/17913	2.56659533876626e-05	0.000375294823856011	0.000252988773952761	PECAM1/CDH5/ARHGEF26/CLDN5/HEG1/NOTCH4/RILPL2/WNT7A/MYADM/TMOD1/ENG/PDE2A/ADAMTSL4/IHH/GPR4/HOXA5/SIDT2/HSD17B4/SOX18/PDGFB/VIM/RDX/PODXL/LAMB2/EPB41L5/GJA1/PPP1R16B/IL1B/ID1/BMP5/BMP6/ROS1/ICAM1	33
